id_point_eau,date_releve,departement,commune,latitude,longitude,altitude_m,annee_construction,type_ouvrage,type_pompe,profondeur_forage_m,niveau_statique_m,debit_essai_m3_h,qualite_eau,nb_menages,population_desservie,distance_village_m,nb_points_eau_village,mode_gestion,mode_paiement,cotisation_mensuelle_fcfa,technicien_forme_village,stock_pieces_rechange_commune,distance_atelier_km,maitre_ouvrage,installateur,nb_pannes_12_mois,mois_depuis_derniere_maintenance,nb_jours_arret_12_mois,intervention_prevue,cout_reparation_estime_fcfa,etat_fonctionnement
PE-007048,2025-08-16,Plateau,Ifangni,6.85115,2.39746,122.2,2007,Adduction d'eau villageoise,Immergee solaire,29.9,4.4,4.21,Ferrugineuse,314.0,1958,440.0,2,Delegataire prive,Au volume,170.0,1,1,12.0,Commune,ENT-008,1,3.0,0.0,Aucune,0.0,fonctionnel
PE-003173,2025-09-11,Zou,Ouinhi,7.18876,2.43793,289.0,1984,Puits moderne,Aucune (puisage manuel),5.0,1.5,2.65,Ferrugineuse,14.0,84,760.0,2,Delegataire prive,Au volume,330.0,0,0,4.0,Commune,ENT-021,3,9.0,9.0,Aucune,0.0,fonctionnel
PE-003530,2025-03-12,Mono,Houeyogbe,7.08071,1.84473,188.9,1989,Forage equipe PMH,Vergnet,69.9,5.6,4.19,Potable,156.0,816,190.0,4,Comite de gestion villageois,Gratuit,0.0,1,1,25.0,Commune,ENT-042,1,5.0,39.0,Reparation legere,271000.0,fonctionnel a reparer
PE-001951,2025-07-18,Plateau,Ketou,7.31433,2.26323,126.2,1988,Poste d'eau autonome,Immergee electrique,52.4,17.1,0.91,Potable,31.0,198,860.0,2,Comite de gestion villageois,Cotisation annuelle,290.0,0,0,33.2,Association villageoise,ENT-023,4,45.0,219.0,Rehabilitation lourde,546000.0,en panne
PE-004122,2025-01-11,Collines,Glazoue,8.78139,2.57584,88.2,2005,Poste d'eau autonome,Immergee thermique,38.9,10.5,2.2,Turbide,37.0,240,790.0,6,Gestion communale,Cotisation annuelle,270.0,1,1,9.6,Etat,ENT-034,0,27.0,40.0,Remplacement de pieces,47000.0,fonctionnel a reparer
PE-006079,2025-03-08,Atacora,Natitingou,11.13139,1.73415,172.1,2023,Puits moderne,Aucune (puisage manuel),8.6,3.4,4.74,Saumatre,322.0,1191,440.0,1,Delegataire prive,Au volume,990.0,1,0,19.0,Etat,ENT-023,1,8.0,3.0,Aucune,0.0,fonctionnel
PE-003240,2025-10-16,Borgou,Parakou,10.15932,2.73284,206.6,1996,Forage equipe PMH,India Mark II,66.4,19.5,2.3,Potable,157.0,929,340.0,2,Comite de gestion villageois,Au volume,1140.0,1,1,26.4,ONG internationale,ENT-050,1,10.0,1.0,Aucune,0.0,fonctionnel
PE-010017,2025-02-05,Collines,Save,0.0,0.0,227.0,1987,Adduction d'eau villageoise,Immergee electrique,48.7,6.6,3.33,Ferrugineuse,56.0,289,500.0,3,Delegataire prive,Au volume,460.0,1,0,7.2,Commune,ENT-001,2,,19.0,Reparation legere,198000.0,fonctionnel a reparer
PE-000126,2025-11-10,Collines,Bante,8.68402,2.64744,82.1,2017,Forage equipe PMH,India Mark II,63.3,,3.45,Potable,210.0,1169,840.0,3,Aucune gestion formelle,Gratuit,0.0,1,0,22.6,Commune,ENT-037,0,4.0,1.0,Aucune,0.0,fonctionnel
PE-001406,2025-10-20,Borgou,Bembereke,9.98306,2.78926,211.4,1985,Adduction d'eau villageoise,Immergee solaire,45.4,12.6,1.49,Potable,69.0,425,370.0,4,Comite de gestion villageois,Gratuit,0.0,0,0,27.0,Etat,ENT-017,1,36.0,365.0,Rehabilitation lourde,211000.0,en panne
PE-004464,2025-01-08,Oueme,PORTO-NOVO,6.12198,2.9007,132.9,2010,Poste d'eau autonome,Immergee solaire,35.4,15.0,5.03,Potable,127.0,405,1070.0,3,Comite de gestion villageois,Cotisation annuelle,180.0,1,1,48.7,Cooperation bilaterale,ENT-005,0,11.0,4.0,Aucune,0.0,fonctionnel
PE-008515,2025-04-09,Atlantique,Toffo,6.35251,2.1965,215.4,2023,Forage equipe PMH,India Mark II,67.2,28.8,0.69,Potable,46.0,269,660.0,2,Comite de gestion villageois,Au volume,1170.0,1,1,21.7,Commune,ENT-024,0,4.0,0.0,Aucune,0.0,fonctionnel
PE-005969,2025-02-15,Zou,Ouinhi,6.79201,2.56844,93.1,1994,Puits moderne,Aucune (puisage manuel),55.4,11.8,1.91,Potable,66.0,364,400.0,2,Comite de gestion villageois,Au volume,550.0,0,1,11.0,Commune,ENT-038,1,9.0,2.0,Aucune,0.0,fonctionnel
PE-005531,2025-07-24,Borgou,Parakou,9.62333,2.27402,203.1,2001,Puits moderne,India Mark II,6.0,1.8,1.86,Saumatre,30.0,139,40.0,1,Aucune gestion formelle,Gratuit,0.0,0,0,85.5,Cooperation bilaterale,ENT-025,2,4.0,153.0,Rehabilitation lourde,458000.0,en panne
PE-003151,2025-10-23,Oueme,Adjohoun,6.7319,2.37552,251.4,1988,Forage equipe PMH,Vergnet,61.3,35.9,2.16,Potable,93.0,682,700.0,4,Aucune gestion formelle,Gratuit,0.0,0,0,28.8,Commune,ENT-052,1,14.0,154.0,Remplacement de pompe,377000.0,en panne
PE-006115,21/03/2025,Zou,Za-Kpota,7.21524,2.32455,23.7,2020,Puits traditionnel ameliore,India Mark II,5.0,2.3,3.54,Potable,26.0,174,20.0,2,Comite de gestion villageois,Au volume,920.0,0,1,66.5,Prive,ENT-006,0,14.0,9.0,Aucune,0.0,fonctionnel
PE-005963,2025-09-08,Collines,Glazoue,8.08835,2.57906,187.6,2023,Forage equipe PMH,India Mark II,60.4,21.1,2.35,Potable,16.0,118,650.0,2,Comite de gestion villageois,Gratuit,0.0,0,1,19.7,Commune,ENT-002,2,25.0,1.0,Aucune,0.0,fonctionnel
PE-002991,2025-09-02,Couffo,Lalo,6.76298,2.10979,49.9,1998,Forage equipe PMH,India Mark II,75.3,31.6,3.54,Potable,48.0,224,680.0,4,Comite de gestion villageois,Cotisation annuelle,730.0,0,1,44.4,Etat,ENT-003,2,6.0,22.0,Remplacement de pieces,200000.0,fonctionnel a reparer
PE-005244,2025-01-17,Atlantique,So-Ava,6.33155,1.72832,150.9,0,Puits traditionnel ameliore,Aucune (puisage manuel),45.9,22.7,0.5,Saumatre,34.0,182,990.0,4,Comite de gestion villageois,Cotisation annuelle,1530.0,1,1,28.9,ONG internationale,ENT-032,2,7.0,0.0,Aucune,0.0,fonctionnel
PE-007307,2025-02-12,Couffo,Djakotomey,6.36291,1.77636,42.1,2007,Poste d'eau autonome,Immergee solaire,46.6,31.5,3.79,Potable,28.0,132,1060.0,1,Aucune gestion formelle,Gratuit,0.0,0,0,25.1,Cooperation bilaterale,ENT-045,1,37.0,190.0,Rehabilitation lourde,1806000.0,en panne
PE-003399,2025-08-13,Collines,DASSA-ZOUME,8.15941,2.42288,153.6,1999,Adduction d'eau villageoise,Immergee solaire,60.3,17.7,4.81,Ferrugineuse,30.0,167,930.0,4,Comite de gestion villageois,Cotisation annuelle,800.0,0,0,35.4,Commune,ENT-042,3,24.0,203.0,Rehabilitation lourde,1373000.0,en panne
PE-002504,2025-04-07,Oueme,Adjohoun,6.53496,2.11267,172.1,1995,Adduction d'eau villageoise,Immergee thermique,33.6,,2.06,,67.0,326,70.0,1,Aucune gestion formelle,Gratuit,0.0,0,0,35.1,Commune,ENT-011,2,12.0,55.0,Rehabilitation lourde,2388000.0,en panne
PE-009313,2025-07-14,Atlantique,Toffo,6.92644,2.53888,200.9,2000,Forage equipe PMH,India Mark II,66.7,16.1,1.18,,184.0,951,200.0,3,Comite de gestion villageois,Cotisation annuelle,470.0,0,0,19.0,Etat,ENT-017,2,27.0,127.0,Remplacement de pompe,890000.0,en panne
PE-000613,2025-09-26,Alibori,Malanville,11.36505,2.74509,215.5,2014,Puits moderne,Aucune (puisage manuel),24.9,14.1,3.59,Potable,121.0,559,350.0,4,Comite de gestion villageois,Cotisation annuelle,1020.0,1,0,20.4,Commune,ENT-008,1,8.0,3.0,Aucune,0.0,fonctionnel
PE-005739,2025-01-17,Alibori,Karimama,11.44955,2.51595,204.1,1997,Puits moderne,Aucune (puisage manuel),60.8,20.8,,Potable,56.0,381,150.0,3,Delegataire prive,Forfait mensuel,1190.0,1,1,13.3,ONG internationale,ENT-049,1,8.0,5.0,Aucune,0.0,fonctionnel
PE-010729,2025-09-25,Couffo,Djakotomey,7.25256,1.80068,74.7,1984,Forage equipe PMH,Vergnet,39.8,16.2,3.25,Ferrugineuse,117.0,700,530.0,3,Aucune gestion formelle,Cotisation annuelle,170.0,0,1,23.5,ONG internationale,ENT-016,4,15.0,84.0,Rehabilitation lourde,2755000.0,en panne
PE-005072,2025-02-02,Atlantique,Allada,6.38389,1.7126,198.2,2020,Adduction d'eau villageoise,Immergee solaire,84.1,13.0,3.78,Potable,42.0,216,240.0,4,Comite de gestion villageois,Cotisation annuelle,710.0,0,0,41.6,Etat,ENT-003,0,17.0,6.0,Aucune,0.0,fonctionnel
PE-008150,2025-03-18,Oueme,Dangbo,6.79909,2.69817,217.2,1992,Puits moderne,Aucune (puisage manuel),9.3,3.4,8.72,Saumatre,82.0,428,1120.0,4,Comite de gestion villageois,Cotisation annuelle,340.0,0,0,3.0,Etat,ENT-001,2,7.0,10.0,Aucune,0.0,fonctionnel
PE-001855,2025-06-08,Zou,Zogbodomey,7.37825,1.86824,241.3,2011,Forage equipe PMH,Vergnet,64.8,22.3,3.52,Ferrugineuse,208.0,1279,260.0,4,Comite de gestion villageois,Au volume,230.0,0,1,7.2,Prive,ENT-017,0,6.0,0.0,Aucune,0.0,fonctionnel
PE-008425,2025-10-24,Oueme,Aguegues,5.67868,3.22702,167.5,2014,Forage equipe PMH,Kardia,31.3,,5.51,Saumatre,185.0,1149,160.0,1,Comite de gestion villageois,Au volume,950.0,0,0,25.4,Commune,ENT-022,6,54.0,196.0,Rehabilitation lourde,1381000.0,en panne
PE-006472,2025-05-12,Donga,Bassila,8.80969,1.77463,359.9,2012,Poste d'eau autonome,Immergee solaire,53.3,2.1,1.9,Potable,64.0,292,690.0,4,Aucune gestion formelle,Gratuit,0.0,0,0,24.7,Commune,ENT-036,1,41.0,110.0,Abandon,226000.0,en panne
PE-001172,2025-11-15,Oueme,Bonou,7.31047,2.79883,273.2,2021,Puits moderne,Aucune (puisage manuel),37.6,6.4,,Saumatre,43.0,233,340.0,5,Comite de gestion villageois,Cotisation annuelle,200.0,0,0,26.9,Etat,ENT-051,0,,5.0,Aucune,0.0,fonctionnel
PE-002382,2025-05-30,Oueme,Seme-Kpodji,6.82519,2.66955,174.7,1994,Forage equipe PMH,Vergnet,71.4,13.4,2.29,Ferrugineuse,107.0,545,420.0,3,Delegataire prive,Au volume,890.0,1,1,25.4,Etat,ENT-032,1,7.0,6.0,Aucune,0.0,fonctionnel
PE-004527,2025-05-21,Collines,Savalou,8.23214,1.85666,41.3,2010,Forage equipe PMH,India Mark II,64.5,33.1,9.55,Ferrugineuse,84.0,418,270.0,4,Comite de gestion villageois,Cotisation annuelle,560.0,0,1,22.6,ONG internationale,ENT-026,1,,2.0,Aucune,0.0,fonctionnel
PE-007837,2025-04-23,Atlantique,So-Ava,6.2552,2.07774,197.3,2014,Poste d'eau autonome,Immergee electrique,76.6,37.6,,Saumatre,161.0,1011,420.0,1,Aucune gestion formelle,Gratuit,0.0,0,0,35.5,Cooperation bilaterale,ENT-034,1,16.0,326.0,Abandon,260000.0,en panne
PE-000381,2025-07-04,Couffo,Dogbo,7.37484,1.55539,210.7,2001,Forage equipe PMH,India Mark II,46.9,25.5,3.63,Ferrugineuse,44.0,311,280.0,3,Comite de gestion villageois,Cotisation annuelle,550.0,1,1,35.9,Association villageoise,ENT-023,0,13.0,6.0,Aucune,0.0,fonctionnel
PE-002311,2025-03-12,Atlantique,Ouidah,7.23099,1.72778,92.5,1995,Forage equipe PMH,Vergnet,9.9,2.7,2.56,Potable,130.0,973,350.0,1,Gestion communale,Au volume,1420.0,1,1,48.2,Commune,ENT-027,2,8.0,33.0,Reparation legere,91000.0,fonctionnel a reparer
PE-006097,2025-03-15,Collines,BANTE,8.50263,2.34322,213.4,2018,Poste d'eau autonome,Immergee solaire,66.2,35.2,1.08,Ferrugineuse,,1143,840.0,4,Delegataire prive,Au volume,470.0,1,0,36.3,Prive,ENT-015,0,22.0,6.0,Aucune,0.0,fonctionnel
PE-003775,2025-10-09,Atacora,Boukoumbe,11.16437,1.30458,275.3,1984,Forage equipe PMH,Vergnet,79.3,34.6,8.03,Ferrugineuse,95.0,557,590.0,3,Delegataire prive,Au volume,810.0,0,0,30.8,Cooperation bilaterale,ENT-033,1,37.0,88.0,Remplacement de pompe,723000.0,en panne
PE-003544,2025-08-04,Donga,Copargo,9.91059,1.58082,178.6,1999,Poste d'eau autonome,Immergee solaire,15.1,,2.8,Potable,93.0,413,1240.0,1,Aucune gestion formelle,Gratuit,0.0,0,0,15.6,Commune,ENT-010,1,12.0,189.0,Remplacement de pompe,1015000.0,en panne
PE-000641,2025-09-26,Atlantique,Kpomasse,6.30518,2.06226,257.7,1985,Forage equipe PMH,Volanta,61.1,,3.46,Potable,71.0,443,190.0,7,Gestion communale,Cotisation annuelle,130.0,0,0,13.8,Commune,ENT-015,0,33.0,0.0,Aucune,0.0,fonctionnel
PE-010635,2025-09-21,Zou,Bohicon,7.03118,2.37311,179.8,1987,Poste d'eau autonome,Immergee solaire,33.9,12.7,2.11,Ferrugineuse,64.0,402,1530.0,3,Comite de gestion villageois,Cotisation annuelle,380.0,1,1,12.2,Commune,ENT-017,2,,0.0,Aucune,0.0,fonctionnel
PE-002848,2025-10-14,Borgou,Parakou,9.71857,2.66539,273.2,2019,Forage equipe PMH,India Mark II,55.9,14.1,3.43,,31.0,176,1050.0,4,Delegataire prive,Au volume,460.0,1,0,56.0,Etat,ENT-036,0,23.0,4.0,Aucune,0.0,fonctionnel
PE-005532,2025-03-06,Atacora,Kerou,10.49348,1.56816,123.3,1988,Poste d'eau autonome,Immergee thermique,52.0,24.6,,Potable,47.0,224,930.0,3,Comite de gestion villageois,Au volume,1600.0,0,1,1.6,Cooperation bilaterale,ENT-036,2,26.0,4.0,Aucune,0.0,fonctionnel
PE-005395,2025-02-03,Oueme,Avrankou,6.18374,2.78378,36.6,2015,Puits traditionnel ameliore,India Mark II,15.8,2.3,1.03,Potable,37.0,218,960.0,3,Gestion communale,Cotisation annuelle,530.0,0,0,54.3,Etat,ENT-032,1,8.0,1.0,Aucune,0.0,fonctionnel
PE-005452,2025-05-25,Donga,Copargo,9.2437,1.29152,315.3,1990,Forage equipe PMH,Vergnet,49.5,20.6,10.62,Turbide,154.0,749,370.0,3,Comite de gestion villageois,Gratuit,0.0,0,1,72.6,Commune,ENT-001,1,,58.0,Remplacement de pompe,200000.0,en panne
PE-009598,2025-08-25,Collines,Save,8.49131,2.2418,119.9,1990,Poste d'eau autonome,Immergee solaire,80.7,34.4,0.33,Potable,133.0,628,560.0,4,Aucune gestion formelle,Gratuit,0.0,0,0,94.6,ONG internationale,ENT-037,1,19.0,56.0,Remplacement de pompe,908000.0,en panne
PE-002733,2025-08-20,Atlantique,Ze,6.17823,2.24622,158.3,0,Forage equipe PMH,Kardia,80.9,36.9,,Potable,125.0,860,610.0,1,Gestion communale,Au volume,180.0,0,0,27.8,Cooperation bilaterale,ENT-018,0,4.0,230.0,Rehabilitation lourde,379000.0,en panne
PE-010047,2025-07-19,Zou,Djidja,7.06821,1.9618,182.9,2014,Forage equipe PMH,Volanta,55.3,15.8,4.77,Potable,48.0,192,290.0,4,Aucune gestion formelle,Gratuit,0.0,0,1,61.5,Commune,ENT-004,0,26.0,154.0,Rehabilitation lourde,1434000.0,en panne
PE-007917,2025-11-08,Atacora,Natitingou,10.21254,1.61811,67.8,1993,Poste d'eau autonome,Immergee electrique,51.7,10.6,5.73,Ferrugineuse,60.0,389,820.0,1,Comite de gestion villageois,Au volume,2210.0,1,1,21.8,Cooperation bilaterale,ENT-008,1,7.0,10.0,Reparation legere,345000.0,fonctionnel a reparer
PE-010037,2025-06-08,Atacora,Materi,10.55264,2.18506,289.7,1994,Forage equipe PMH,India Mark II,63.2,33.3,2.4,Potable,37.0,245,390.0,1,Delegataire prive,Forfait mensuel,1410.0,0,1,19.7,Etat,ENT-008,3,12.0,5.0,Remplacement de pieces,284000.0,fonctionnel a reparer
PE-005754,2025-07-03,Oueme,Bonou,6.63589,2.2296,107.0,2007,Forage equipe PMH,Vergnet,8900.0,14.8,2.67,Turbide,80.0,468,1400.0,1,Delegataire prive,Au volume,480.0,0,1,17.9,Cooperation bilaterale,ENT-034,0,45.0,68.0,Remplacement de pompe,457000.0,en panne
PE-001325,2025-06-17,Zou,Abomey,7.13676,2.10049,121.2,1983,Poste d'eau autonome,Immergee thermique,86.0,52.6,5.62,Saumatre,211.0,1140,1320.0,3,Comite de gestion villageois,Gratuit,0.0,0,1,52.0,ONG internationale,ENT-006,0,4.0,332.0,Remplacement de pompe,640000.0,en panne
PE-010686,2025-06-02,Atlantique,So-Ava,6.1292,2.00114,158.4,2024,Puits traditionnel ameliore,Aucune (puisage manuel),56.2,23.1,1.0,Potable,15.0,92,630.0,3,Comite de gestion villageois,Cotisation annuelle,320.0,0,1,27.0,Commune,ENT-006,0,23.0,3.0,Aucune,0.0,fonctionnel
PE-006916,2025-05-07,Zou,Djidja,6.75644,2.47783,231.4,2001,Poste d'eau autonome,Immergee solaire,85.4,49.4,-1.0,Fluoree,159.0,996,220.0,2,Comite de gestion villageois,Cotisation annuelle,350.0,1,0,72.4,Etat,ENT-029,1,3.0,27.0,Remplacement de pieces,56000.0,fonctionnel a reparer
PE-001362,2025-05-17,Plateau,Pobe,6.92202,2.67433,122.3,1990,Forage equipe PMH,Kardia,66.0,,3.69,,97.0,677,220.0,5,Comite de gestion villageois,Cotisation annuelle,150.0,1,1,14.3,Commune,ENT-029,2,13.0,11.0,Aucune,0.0,fonctionnel
PE-002558,2025-06-11,Collines,Bante,8.71579,2.27993,193.3,1991,Puits moderne,Aucune (puisage manuel),27.4,6.3,2.55,Potable,45.0,254,70.0,2,Aucune gestion formelle,Gratuit,0.0,1,0,44.8,Commune,ENT-008,4,12.0,89.0,Rehabilitation lourde,361000.0,en panne
PE-000861,2025-09-17,Atacora,Kouande,10.66697,1.51955,3.0,1991,Puits traditionnel ameliore,Aucune (puisage manuel),52.7,14.6,,Potable,25.0,151,940.0,3,Delegataire prive,Au volume,360.0,0,0,27.4,Etat,ENT-052,2,14.0,92.0,Remplacement de pompe,639000.0,en panne
PE-009883,2025-09-10,  Plateau,Ifangni,6.92111,2.87971,,1983,Poste d'eau autonome,Immergee electrique,50.5,24.0,,Ferrugineuse,76.0,659,90.0,2,Delegataire prive,Au volume,290.0,0,0,7.7,Commune,ENT-014,4,12.0,140.0,Remplacement de pompe,2250000.0,en panne
PE-004586,2025-05-27,Atacora,Tanguieta,10.52798,1.06518,3.0,1986,Forage equipe PMH,India Mark II,111.4,,5.12,Potable,101.0,744,70.0,5,Aucune gestion formelle,Gratuit,0.0,0,0,41.8,Prive,ENT-036,4,15.0,251.0,Remplacement de pompe,921000.0,en panne
PE-005217,2025-04-12,Atlantique,So-Ava,6.6937,2.78643,287.2,2000,Poste d'eau autonome,Immergee solaire,76.1,17.1,3.7,Potable,55.0,321,240.0,5,Delegataire prive,Au volume,290.0,1,0,33.6,Etat,ENT-014,1,6.0,7.0,Aucune,0.0,fonctionnel
PE-004091,2025-03-19,Oueme,Aguegues,6.97972,2.54145,172.5,1992,Forage equipe PMH,India Mark II,75.3,25.6,1.01,Ferrugineuse,33.0,191,930.0,2,Delegataire prive,Au volume,230.0,0,1,16.2,ONG internationale,ENT-047,2,,8.0,Aucune,0.0,fonctionnel
PE-009351,2025-06-28,Atacora,Kouande,10.73438,1.49946,223.6,2020,Poste d'eau autonome,Immergee electrique,57.5,12.2,1.24,Potable,58.0,344,250.0,3,Delegataire prive,Au volume,180.0,0,0,14.8,Etat,ENT-018,1,37.0,251.0,Abandon,512000.0,en panne
PE-002517,2025-10-04,Oueme,Adjarra,6.44971,2.08853,145.8,2012,Forage equipe PMH,India Mark II,78.3,47.7,2.41,Potable,77.0,538,370.0,5,Comite de gestion villageois,Au volume,290.0,1,1,12.7,Etat,ENT-032,1,5.0,7.0,Aucune,0.0,fonctionnel
PE-007582,2025-05-21,Plateau,Ifangni,7.50337,2.87126,303.4,1991,Adduction d'eau villageoise,Immergee solaire,58.1,5.7,0.4,Potable,14.0,61,220.0,2,Comite de gestion villageois,Au volume,220.0,1,0,29.6,Etat,ENT-036,4,6.0,219.0,Rehabilitation lourde,1007000.0,en panne
PE-008994,2025-10-13,Alibori,Segbana,11.4,2.91745,251.1,2006,Puits traditionnel ameliore,Aucune (puisage manuel),5.0,2.2,2.86,Ferrugineuse,40.0,177,890.0,2,Aucune gestion formelle,Gratuit,0.0,0,1,79.6,ONG internationale,ENT-031,0,,72.0,Remplacement de pompe,1387000.0,en panne
PE-005301,2025-07-27,Oueme,Porto-Novo,6.9462,1.9543,114.4,1984,Poste d'eau autonome,Immergee thermique,3890.0,10.2,1.41,Potable,,733,260.0,1,Comite de gestion villageois,Gratuit,0.0,1,0,19.8,Commune,ENT-008,0,9.0,160.0,Remplacement de pompe,1815000.0,en panne
PE-004642,2025-01-10,Donga,Ouake,9.03372,1.14517,128.0,2015,Forage equipe PMH,Vergnet,87.7,41.9,1.85,Potable,68.0,473,820.0,4,Comite de gestion villageois,Au volume,60.0,1,0,6.3,Cooperation bilaterale,ENT-007,1,1.0,0.0,Aucune,0.0,fonctionnel
PE-004839,2025-03-15,Collines,Glazoue,8.09619,2.1243,23.8,2009,Forage equipe PMH,india mark 2,86.5,26.6,6.81,Ferrugineuse,40.0,285,920.0,4,Comite de gestion villageois,Cotisation annuelle,650.0,0,0,29.4,Commune,ENT-023,2,13.0,50.0,Remplacement de pompe,852000.0,en panne
PE-001848,2025-08-18,Atacora,Cobly,10.7756,1.75544,260.0,1997,Forage equipe PMH,Kardia,114.2,38.5,8.45,Potable,123.0,758,70.0,3,Gestion communale,Cotisation annuelle,520.0,1,1,21.6,ONG internationale,ENT-047,3,8.0,16.0,Remplacement de pieces,91000.0,fonctionnel a reparer
PE-005401,2025-05-16,Borgou,Nikki,9.43419,2.13415,115.1,1993,Poste d'eau autonome,Immergee electrique,64.4,18.3,2.39,Turbide,157.0,948,350.0,5,Gestion communale,Cotisation annuelle,480.0,1,0,23.1,Commune,ENT-008,1,8.0,55.0,Remplacement de pieces,119000.0,fonctionnel a reparer
PE-006601,2025-07-25,Couffo,Djakotomey,7.07201,2.04975,3.0,1991,Adduction d'eau villageoise,Immergee solaire,41.9,19.5,4.28,Ferrugineuse,31.0,188,560.0,2,Comite de gestion villageois,Cotisation annuelle,120.0,0,1,48.1,Cooperation bilaterale,ENT-019,2,5.0,1.0,Aucune,0.0,fonctionnel
PE-000823,2025-03-29,Plateau,Ketou,7.61438,2.61083,57.7,2003,Puits moderne,India Mark II,29.3,,2.02,Ferrugineuse,291.0,1662,80.0,3,Comite de gestion villageois,Gratuit,0.0,1,1,13.2,ONG internationale,ENT-048,2,,4.0,Aucune,0.0,fonctionnel
PE-007564,2025-05-09,Zou,Bohicon,7.14409,2.00612,,1989,Poste d'eau autonome,Immergee solaire,86.2,43.6,2.43,Potable,139.0,835,540.0,2,Aucune gestion formelle,Gratuit,0.0,0,0,30.6,Commune,ENT-029,1,21.0,365.0,Abandon,1549000.0,en panne
PE-010399,2025-08-09,Zou,Djidja,7.71615,1.9887,168.1,2004,Puits moderne,India Mark II,45.9,,2.65,Turbide,87.0,526,430.0,4,Aucune gestion formelle,Cotisation annuelle,1200.0,0,0,18.2,Commune,ENT-019,2,27.0,51.0,Remplacement de pompe,291000.0,en panne
PE-003663,2025-10-19,Atacora,Boukoumbe,10.5434,1.67817,278.1,2017,Adduction d'eau villageoise,Immergee solaire,62.4,27.9,3.42,Potable,105.0,661,700.0,3,Delegataire prive,Au volume,70.0,1,0,15.9,Cooperation bilaterale,ENT-026,1,3.0,3.0,Aucune,0.0,fonctionnel
PE-006874,2025-02-16,Couffo,Dogbo,6.65877,1.64813,212.3,2003,Forage equipe PMH,Vergnet,53.8,22.1,0.85,Saumatre,131.0,491,350.0,2,Comite de gestion villageois,Au volume,750.0,0,0,8.1,Cooperation bilaterale,ENT-043,1,14.0,131.0,Remplacement de pompe,1464000.0,en panne
PE-005014,2025-01-20,Atlantique,Tori-Bossito,6.57125,2.39583,280.6,1984,Forage equipe PMH,Vergnet,17.0,5.4,2.48,Potable,25.0,126,410.0,4,Comite de gestion villageois,Cotisation annuelle,600.0,0,1,34.8,Commune,ENT-012,3,50.0,18.0,Abandon,1464000.0,en panne
PE-007607,2025-10-08,Atlantique,Abomey-Calavi,6.739,2.34533,325.2,1985,Poste d'eau autonome,Immergee thermique,74.4,,0.9,Potable,66.0,340,160.0,2,Comite de gestion villageois,Gratuit,0.0,0,0,9.0,Cooperation bilaterale,ENT-024,2,23.0,122.0,Remplacement de pompe,834000.0,en panne
PE-007845,2025-11-18,Atlantique,Abomey-Calavi,6.35027,3.04925,225.1,2004,Forage equipe PMH,Vergnet,55.3,27.5,1.07,Potable,27.0,150,780.0,4,Comite de gestion villageois,Cotisation annuelle,400.0,0,0,23.9,Etat,ENT-010,1,11.0,10.0,Aucune,0.0,fonctionnel
PE-000369,2025-07-14,Borgou,NIKKI,9.93936,2.5264,222.8,2002,Forage equipe PMH,India Mark II,51.2,19.7,4.82,Potable,57.0,364,590.0,1,Aucune gestion formelle,Gratuit,0.0,0,1,9.8,Etat,ENT-049,3,18.0,365.0,Remplacement de pompe,844000.0,en panne
PE-006946,2025-08-08,Atacora,Kouande,10.3368,1.773,234.8,2022,Puits moderne,Aucune (puisage manuel),26.5,,,Ferrugineuse,18.0,79,410.0,4,Delegataire prive,Au volume,670.0,1,0,38.8,Prive,ENT-007,0,4.0,3.0,Aucune,0.0,fonctionnel
PE-005279,2025-10-25,Borgou,Nikki,9.8236,2.33032,130.7,1990,Adduction d'eau villageoise,Immergee solaire,40.1,12.2,3.65,Potable,133.0,828,380.0,2,Gestion communale,Cotisation annuelle,750.0,0,0,56.1,Etat,ENT-018,1,3.0,9.0,Aucune,0.0,fonctionnel
PE-001896,2025-03-23,Zou,Zogbodomey,6.95479,2.41028,173.3,2010,Poste d'eau autonome,Immergee solaire,73.2,53.4,1.76,Turbide,44.0,302,450.0,1,Comite de gestion villageois,Cotisation annuelle,920.0,1,0,23.3,Etat,ENT-024,1,8.0,2.0,Aucune,0.0,fonctionnel
PE-003648,2025-07-19,Zou,Zogbodomey,7.50084,2.06457,118.9,1999,Puits traditionnel ameliore,Aucune (puisage manuel),38.8,7.7,3.24,Saumatre,57.0,276,340.0,6,Comite de gestion villageois,Gratuit,0.0,0,0,47.9,Cooperation bilaterale,ENT-004,1,47.0,183.0,Remplacement de pompe,637000.0,en panne
PE-000151,2025-10-16,Zou,Ouinhi,7.3121,1.84758,143.4,2001,Forage equipe PMH,Kardia,5.0,,3.52,Potable,36.0,183,780.0,4,Comite de gestion villageois,Au volume,340.0,0,0,50.9,Cooperation bilaterale,ENT-009,2,18.0,365.0,Rehabilitation lourde,237000.0,en panne
PE-000407,2025-03-03,Donga,Djougou,9.04112,2.08415,255.1,2008,Poste d'eau autonome,Immergee solaire,82.5,22.1,2.89,Turbide,91.0,528,160.0,1,Aucune gestion formelle,Cotisation annuelle,1010.0,0,0,15.7,ONG internationale,ENT-034,2,16.0,119.0,Rehabilitation lourde,2329000.0,en panne
